SQRP SY2020 Individual Indicator Scores (Based on 2018-2019 Data),,,,,,NWEA MAP Growth Indicators - All Students,,,,,,,,,,,,NWEA MAP Growth Indicators - Priority Groups,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWEA MAP Attainment Indicators,,,,,,,,,,,,,,,,ACCESS,,,,Other Indicators,,,,,,,,,
School ID,School Name,Network ,SQRP Total Points Earned,SY 2019-2020 SQRP Rating,SY 2019-2020 Accountability Status,National School Growth Percentile - Reading,,,,National School Growth Percentile - Math,,,,Percent of Students Meeting/Exceeding National Average Growth Norms,,,,African-American Growth Percentile - Reading,,,,Hispanic Growth Percentile - Reading,,,,English Learner Growth Percentile - Reading,,,,Diverse Learner Growth Percentile - Reading,,,,African-American Growth Percentile - Math,,,,Hispanic Growth Percentile - Math,,,,English Learner Growth Percentile - Math,,,,Diverse Learner Growth Percentile - Math,,,,National School Attainment %ile - Reading (Grades 3-8),,,,National School Attainment %ile - Math (Grades 3-8),,,,National School Attainment %ile - Reading (Grade 2),,,,National School Attainment %ile - Math (Grade 2),,,,"Pct of Students Making Sufficent 
Annual Progress",,,,Average Daily Attendance Rate (Grades K-8),,,"My Voice, My School 5 Essentials Survey",,,Data Quality Index Score,,,
,,,,,,Score,Part. Rate,Points,Weight,Score,Part. Rate,Points,Weight,Score,Part. Rate,Points,Weight,Score,Part. Rate,Points,Weight,Score,Part. Rate,Points,Weight,Score,Part. Rate,Points,Weight,Score,Part. Rate,Points,Weight,Score,Part. Rate,Points,Weight,Score,Part. Rate,Points,Weight,Score,Part. Rate,Points,Weight,Score,Part. Rate,Points,Weight,Score,Part. Rate,Points,Weight,Score,Part. Rate,Points,Weight,Score,Part. Rate,Points,Weight,Score,Part. Rate,Points,Weight,Score,Part. Rate,Points,Weight,Score ,Points,Weight,Score ,Points,Weight,Score ,Points,Weight,
610200,THORP J,Network 12,3,Level 2+,Good Standing,85,98,4,15,55,98,3,15,56.8,98,3,10,88,98,5,1.25,.,.,.,.,.,.,.,.,44,98,3,1.25,47,98,3,1.25,.,.,.,.,.,.,.,.,25,98,2,1.25,25,98,2,5,10,98,2,5,18,100,2,2.5,2,100,1,2.5,15,100,1,5,93.4,2,20,Well Organized,5,10,99.6,5,5,
610201,THORP O,ISP,3.9,Level 1,Good Standing,66,100,3,12.5,73,100,4,12.5,62.7,100,4,10,79,100,5,1.25,64,100,4,1.25,14,100,2,1.25,46,100,3,1.25,53,100,4,1.25,75,100,5,1.25,81,100,5,1.25,65,100,4,1.25,89,100,4,5,91,100,5,5,72,100,4,2.5,74,100,4,2.5,23.1,95,1,5,96.6,5,20,Moderately Organized,3,10,99.3,5,5,
610202,TILTON,Network 5,3.1,Level 2+,Good Standing,50,100,3,17.5,53,100,3,17.5,52,100,3,10,48,100,3,1.25,.,.,.,.,.,.,.,.,97,100,5,1.25,50,100,4,1.25,.,.,.,.,.,.,.,.,84,100,5,1.25,36,100,2,5,27,100,2,5,31,98,2,2.5,21,95,2,2.5,.,.,.,.,94.5,3,20,Organized,4,10,99.7,5,5,
610203,TONTI,ISP,3.9,Level 1,Good Standing,79,100,4,15,87,100,4,15,67.6,100,4,10,.,.,.,.,78,100,5,1.25,34,100,3,1.25,.,.,.,.,.,.,.,.,87,100,5,1.25,73,100,5,1.25,.,.,.,.,60,100,3,5,70,100,4,5,61,100,3,2.5,42,100,3,2.5,26.6,100,2,5,95.6,4,20,Organized,4,10,99.7,5,5,
610206,TWAIN,Network 10,4,Level 1+,Good Standing,81,100,4,13.75,76,100,4,13.75,64.7,100,4,10,.,.,.,.,82,100,5,1.25,46,100,3,1.25,83,100,5,1.25,.,.,.,.,77,100,5,1.25,39,100,3,1.25,55,100,4,1.25,82,100,4,5,83,100,4,5,62,100,3,2.5,54,100,3,2.5,23.7,100,1,5,95.6,4,20,Well Organized,5,10,99.9,5,5,
610207,VANDERPOEL,Network 10,3.9,Level 1,Good Standing,73,100,4,18.75,61,100,3,18.75,58.8,100,3,10,75,100,5,1.25,.,.,.,.,.,.,.,.,.,.,.,.,60,100,4,1.25,.,.,.,.,.,.,.,.,.,.,.,.,69,100,3,5,49,100,3,5,61,100,3,2.5,28,100,2,2.5,.,.,.,.,96.1,5,20,Well Organized,5,10,100,5,5,
610208,LAVIZZO,Network 13,3.7,Level 1,Good Standing,81,100,4,17.5,69,98,3,17.5,57.6,99,3,10,82,100,5,1.25,.,.,.,.,.,.,.,.,94,100,5,1.25,70,98,5,1.25,.,.,.,.,.,.,.,.,91,98,5,1.25,46,100,3,5,36,98,2,5,7,100,1,2.5,9,100,1,2.5,.,.,.,.,96.4,5,20,Organized,4,10,99,5,5,
610209,VOLTA,Network 1,3.1,Level 2+,Good Standing,62,100,3,15,48,100,3,15,56.3,100,3,10,.,.,.,.,52,100,4,1.25,38,100,3,1.25,.,.,.,.,.,.,.,.,42,100,3,1.25,34,100,3,1.25,.,.,.,.,58,100,3,5,56,100,3,5,67,100,3,2.5,59,100,3,2.5,27.9,100,2,5,95.8,4,20,Not Yet Organized,1,10,99.7,5,5,
610212,ALBANY PARK,Network 1,4.2,Level 1+,Good Standing,87,100,4,16.25,78,100,4,16.25,69.2,100,4,10,.,.,.,.,87,100,5,1.25,.,.,.,.,.,.,.,.,.,.,.,.,73,100,5,1.25,.,.,.,.,.,.,.,.,83,100,4,7.5,85,100,4,7.5,.,.,.,.,.,.,.,.,25.4,100,2,5,97.5,5,20,Organized,4,10,99.9,5,5,
610213,WADSWORTH,ISP,3.2,Level 2+,Good Standing,78,100,4,17.5,37,100,2,17.5,51.4,100,3,10,76,100,5,1.25,.,.,.,.,.,.,.,.,17,100,2,1.25,34,100,3,1.25,.,.,.,.,.,.,.,.,3,100,1,1.25,31,100,2,5,19,100,2,5,16,100,2,2.5,11,100,2,2.5,.,.,.,.,95.1,4,20,Organized,4,10,99.7,5,5,
610215,MADERO,Network 7,3.9,Level 1,Good Standing,92,100,5,15,82,100,4,15,67.1,100,4,10,.,.,.,.,92,100,5,1.25,.,.,.,.,99,100,5,1.25,.,.,.,.,82,100,5,1.25,.,.,.,.,43,100,3,1.25,57,100,3,7.5,50,100,3,7.5,.,.,.,.,.,.,.,.,25.6,99,2,5,94.8,3,20,Well Organized,5,10,100,5,5,
610216,WALSH,Network 7,3.6,Level 1,Good Standing,66,100,3,16.25,72,100,4,16.25,61.9,100,4,10,.,.,.,.,64,100,4,1.25,.,.,.,.,.,.,.,.,.,.,.,.,70,100,5,1.25,.,.,.,.,.,.,.,.,61,100,3,5,54,100,3,5,29,95,2,2.5,21,95,2,2.5,33.3,98,2,5,95,4,20,Organized,4,10,99.6,5,5,
610217,WARD J,ISP,4.3,Level 1+,Good Standing,85,100,4,15,81,100,4,15,66.7,100,4,10,64,100,4,1.25,.,.,.,.,90,100,5,1.25,.,.,.,.,61,100,4,1.25,.,.,.,.,72,100,5,1.25,.,.,.,.,89,100,4,5,97,100,5,5,90,100,5,2.5,99,100,5,2.5,44.4,100,3,5,97.8,5,20,Organized,4,10,99.9,5,5,
610218,WARREN,Network 12,3.1,Level 2+,Good Standing,38,100,2,18.75,55,100,3,18.75,54.9,100,3,10,38,100,3,1.25,.,.,.,.,.,.,.,.,.,.,.,.,55,100,4,1.25,.,.,.,.,.,.,.,.,.,.,.,.,62,100,3,5,59,100,3,5,38,100,2,2.5,41,100,3,2.5,.,.,.,.,94.8,3,20,Well Organized,5,10,99.7,5,5,
610219,WASHINGTON G ES,Network 13,3.4,Level 2+,Good Standing,78,100,4,15,55,100,3,15,59.3,100,3,10,.,.,.,.,76,100,5,1.25,.,.,.,.,19,100,2,1.25,.,.,.,.,57,100,4,1.25,.,.,.,.,50,100,4,1.25,68,100,3,5,62,100,3,5,78,98,4,2.5,75,98,4,2.5,39.2,98,3,5,95.4,4,20,Partially Organized,2,10,99.9,5,5,
610220,WATERS,Network 2,4.1,Level 1+,Good Standing,81,100,4,16.25,70,100,4,16.25,65.3,100,4,10,.,.,.,.,81,100,5,1.25,.,.,.,.,.,.,.,.,.,.,.,.,65,100,4,1.25,.,.,.,.,.,.,.,.,97,100,5,5,94,100,5,5,84,97,4,2.5,88,97,4,2.5,38.1,95,3,5,95.7,4,20,Organized,4,10,99.8,5,5,
610221,WEBSTER,Network 5,3.5,Level 1,Good Standing,48,100,3,18.75,52,100,3,18.75,52.4,100,3,10,48,100,3,1.25,.,.,.,.,.,.,.,.,.,.,.,.,48,100,3,1.25,.,.,.,.,.,.,.,.,.,.,.,.,57,100,3,5,46,100,3,5,51,100,3,2.5,58,100,3,2.5,.,.,.,.,95.7,4,20,Well Organized,5,10,99.8,5,5,
610223,WENTWORTH,Network 11,2.4,Level 2,Intensive Support,36,99,2,17.5,66,99,3,17.5,53.9,99,3,10,36,99,3,1.25,.,.,.,.,.,.,.,.,8,99,1,1.25,66,99,4,1.25,.,.,.,.,.,.,.,.,99,99,5,1.25,15,99,2,5,24,99,2,5,1,98,1,2.5,3,98,1,2.5,.,.,.,.,92.9,2,20,Partially Organized,2,10,99.4,5,5,
610225,WHISTLER,Network 13,3.5,Level 1,Good Standing,44,99,3,18.75,14,99,2,18.75,47.3,99,2,10,42,99,3,1.25,.,.,.,.,.,.,.,.,.,.,.,.,16,99,2,1.25,.,.,.,.,.,.,.,.,.,.,.,.,85,99,4,5,57,99,3,5,48,100,3,2.5,59,100,3,2.5,.,.,.,.,96.3,5,20,Well Organized,5,10,99.7,5,5,
610226,SANDOVAL,Network 8,4,Level 1+,Good Standing,93,100,5,15,76,100,4,15,64.8,100,4,10,.,.,.,.,92,100,5,1.25,96,100,5,1.25,.,.,.,.,.,.,.,.,76,100,5,1.25,85,100,5,1.25,.,.,.,.,61,100,3,5,66,100,3,5,46,100,3,2.5,59,99,3,2.5,27.6,100,2,5,95.6,4,20,Organized,4,10,100,5,5,
610227,WHITNEY,Network 7,3.8,Level 1,Good Standing,78,100,4,15,69,100,3,15,60.5,100,4,10,.,.,.,.,79,100,5,1.25,88,100,5,1.25,.,.,.,.,.,.,.,.,69,100,4,1.25,70,100,5,1.25,.,.,.,.,57,100,3,5,60,100,3,5,63,100,3,2.5,71,100,4,2.5,31.8,100,2,5,95.3,4,20,Well Organized,5,10,99.9,5,5,
610228,WHITTIER,Network 7,3.4,Level 2+,Good Standing,75,100,4,16.25,31,100,2,16.25,50.6,100,3,10,.,.,.,.,73,100,5,1.25,.,.,.,.,.,.,.,.,.,.,.,.,31,100,3,1.25,.,.,.,.,.,.,.,.,47,100,3,7.5,24,100,2,7.5,.,.,.,.,.,.,.,.,28.6,100,2,5,95.1,4,20,Well Organized,5,10,99.8,5,5,
610229,PRITZKER,Network 6,3.7,Level 1+,Good Standing,66,100,3,13.75,45,100,3,13.75,61.6,100,4,10,62,100,4,1.25,58,100,4,1.25,.,.,.,.,70,100,5,1.25,27,100,2,1.25,42,100,3,1.25,.,.,.,.,17,100,2,1.25,96,100,5,5,92,100,5,5,91,100,5,2.5,85,100,4,2.5,46.2,100,4,5,95.6,4,20,Partially Organized,2,10,99.9,5,5,
610230,WILDWOOD,Network 1,4.2,Level 1+,Good Standing,68,100,3,15,73,100,4,15,66.9,100,4,10,.,.,.,.,76,100,5,1.25,.,.,.,.,6,100,1,1.25,.,.,.,.,60,100,4,1.25,.,.,.,.,1,100,1,1.25,96,100,5,5,95,100,5,5,94,100,5,2.5,94,100,5,2.5,38.1,95,3,5,96.1,5,20,Well Organized,5,10,99.8,5,5,
610231,NATIONAL TEACHERS,AUSL,3.9,Level 1,Good Standing,76,100,4,15,58,100,3,15,59.6,100,3,10,73,100,5,1.25,.,.,.,.,.,.,.,.,56,100,4,1.25,50,100,4,1.25,.,.,.,.,.,.,.,.,50,100,4,1.25,77,100,4,5,69,100,3,5,77,97,4,2.5,82,98,4,2.5,18.8,95,1,5,96.3,5,20,Well Organized,5,10,99.7,5,5,
610234,YATES,Network 5,2.3,Level 2,Intensive Support,38,97,2,13.75,37,97,2,13.75,44.6,97,2,10,19,99,2,1.25,48,97,3,1.25,.,.,.,.,12,97,2,1.25,47,99,3,1.25,31,97,3,1.25,.,.,.,.,58,97,4,1.25,12,97,2,5,12,97,2,5,3,100,1,2.5,10,100,2,2.5,14,95,1,5,94.6,3,20,Partially Organized,2,10,99.4,5,5,
610235,YOUNG ES,Network 3,1.9,Level 3,Intensive Support,11,100,2,13.75,9,99,1,13.75,39.3,100,1,10,12,100,2,1.25,6,100,1,1.25,.,.,.,.,4,100,1,1.25,10,99,2,1.25,3,99,1,1.25,.,.,.,.,2,99,1,1.25,25,100,2,5,14,99,2,5,11,100,2,2.5,7,100,1,2.5,14.3,100,1,5,93.7,2,20,Moderately Organized,3,10,99.8,5,5,
610237,BEETHOVEN,Network 9,2,Level 2,Intensive Support,50,99,3,17.5,27,99,2,17.5,43.1,99,2,10,48,99,3,1.25,.,.,.,.,.,.,.,.,40,100,3,1.25,27,99,2,1.25,.,.,.,.,.,.,.,.,48,100,3,1.25,19,99,2,5,5,99,1,5,2,100,1,2.5,9,100,1,2.5,.,.,.,.,91.8,1,20,Not Yet Organized,1,10,99.8,5,5,
610238,BOND,Network 11,3.6,Level 1,Good Standing,96,98,5,18.75,89,98,4,18.75,64.3,98,4,10,95,98,5,1.25,.,.,.,.,.,.,.,.,.,.,.,.,85,98,5,1.25,.,.,.,.,.,.,.,.,.,.,.,.,26,98,2,5,24,98,2,5,5,96,1,2.5,8,96,1,2.5,.,.,.,.,94.9,3,20,Moderately Organized,3,10,99.9,5,5,
610239,DALEY,Network 8,3,Level 2+,Good Standing,85,100,4,13.75,65,100,3,13.75,56.9,100,3,10,85,100,5,1.25,83,100,5,1.25,78,100,5,1.25,.,.,.,.,91,100,5,1.25,58,100,4,1.25,65,100,4,1.25,.,.,.,.,34,100,2,5,27,100,2,5,2,100,1,2.5,6,100,1,2.5,23.5,100,1,5,94.9,3,20,Partially Organized,2,10,99.6,5,5,
610242,BRENNEMANN,Network 2,3.9,Level 1,Good Standing,75,100,4,15,63,100,3,15,56.6,100,3,10,76,100,5,1.25,76,100,5,1.25,.,.,.,.,.,.,.,.,66,100,4,1.25,47,100,3,1.25,.,.,.,.,.,.,.,.,69,100,3,5,67,100,3,5,71,97,4,2.5,70,97,4,2.5,25.6,97,2,5,96.4,5,20,Well Organized,5,10,100,5,5,
610246,BEASLEY,Network 9,3.7,Level 1,Good Standing,88,100,4,17.5,68,100,3,17.5,60.3,100,4,10,88,100,5,1.25,.,.,.,.,.,.,.,.,92,100,5,1.25,66,100,4,1.25,.,.,.,.,.,.,.,.,99,100,5,1.25,68,100,3,5,46,100,3,5,64,100,3,2.5,29,100,2,2.5,.,.,.,.,95,4,20,Organized,4,10,99.7,5,5,
610248,CHICAGO ACADEMY ES,AUSL,4,Level 1+,Good Standing,73,100,4,15,65,100,3,15,62.4,100,4,10,.,.,.,.,60,100,4,1.25,68,100,4,1.25,.,.,.,.,.,.,.,.,52,100,4,1.25,48,100,3,1.25,.,.,.,.,79,100,4,5,81,100,4,5,57,100,3,2.5,37,100,2,2.5,28.6,100,2,5,96.2,5,20,Well Organized,5,10,99.9,5,5,
610249,TALMAN,ISP,4.4,Level 1+,Good Standing,78,100,4,15,72,100,4,15,62.4,100,4,10,.,.,.,.,78,100,5,1.25,42,100,3,1.25,.,.,.,.,.,.,.,.,70,100,5,1.25,72,100,5,1.25,.,.,.,.,75,100,4,5,84,100,4,5,94,100,5,2.5,99,100,5,2.5,35.1,99,3,5,96.1,5,20,Well Organized,5,10,100,5,5,
610250,SALAZAR,ISP,3.2,Level 1,Good Standing,44,100,3,15,12,100,2,15,51.5,100,3,10,25,100,2,1.25,60,100,4,1.25,.,.,.,.,.,.,.,.,6,100,1,1.25,17,100,2,1.25,.,.,.,.,.,.,.,.,83,100,4,5,74,100,4,5,93,95,5,2.5,95,100,5,2.5,26.6,99,2,5,95.3,4,20,Partially Organized,2,10,99.3,5,5,
610251,CATHER,Network 5,3.2,Level 2+,Good Standing,40,100,3,17.5,61,100,3,17.5,50,100,3,10,38,100,3,1.25,.,.,.,.,.,.,.,.,9,100,1,1.25,65,100,4,1.25,.,.,.,.,.,.,.,.,76,100,5,1.25,38,100,2,5,31,100,2,5,6,100,1,2.5,45,100,3,2.5,.,.,.,.,94.5,3,20,Well Organized,5,10,99.8,5,5,
610252,DETT,Network 6,3.1,Level 2+,Intensive Support,78,99,4,17.5,81,99,4,17.5,49.5,99,2,10,83,99,5,1.25,.,.,.,.,.,.,.,.,99,99,5,1.25,81,99,5,1.25,.,.,.,.,.,.,.,.,99,99,5,1.25,14,99,2,5,8,99,1,5,6,95,1,2.5,2,95,1,2.5,.,.,.,.,93.9,2,20,Organized,4,10,99.7,5,5,
610254,DVORAK,AUSL,3,Level 2+,Good Standing,56,100,3,17.5,25,100,2,17.5,46.2,100,2,10,56,100,4,1.25,.,.,.,.,.,.,.,.,21,100,2,1.25,23,100,2,1.25,.,.,.,.,.,.,.,.,4,100,1,1.25,26,100,2,5,26,100,2,5,5,100,1,2.5,4,100,1,2.5,.,.,.,.,95.7,4,20,Well Organized,5,10,99.8,5,5,
610256,ROBINSON,Network 9,2,Level 2,Provisional Support,1,100,1,12.5,1,100,1,12.5,28.1,100,1,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,26,100,2,2.5,8,100,1,2.5,4,100,1,5,8,100,1,5,.,.,.,.,93.2,2,35,Well Organized,5,10,99.9,5,5,
610257,MORTON,AUSL,2.9,Level 2,Provisional Support,38,100,2,17.5,20,100,2,17.5,46.5,100,2,10,36,100,3,1.25,.,.,.,.,.,.,.,.,15,100,2,1.25,13,100,2,1.25,.,.,.,.,.,.,.,.,8,100,1,1.25,48,100,3,5,44,100,3,5,11,100,2,2.5,11,100,2,2.5,.,.,.,.,95.4,4,20,Organized,4,10,100,5,5,
610263,DULLES,AUSL,2.9,Level 2,Provisional Support,38,100,2,17.5,48,100,3,17.5,47.8,100,2,10,36,100,3,1.25,.,.,.,.,.,.,.,.,42,100,3,1.25,52,100,4,1.25,.,.,.,.,.,.,.,.,99,100,5,1.25,6,100,1,5,14,100,2,5,5,97,1,2.5,4,97,1,2.5,.,.,.,.,96.3,5,20,Partially Organized,2,10,100,5,5,
610268,ASHE,Network 12,3.2,Level 2+,Good Standing,62,100,3,17.5,77,99,4,17.5,53.5,99,3,10,62,100,4,1.25,.,.,.,.,.,.,.,.,15,100,2,1.25,77,99,5,1.25,.,.,.,.,.,.,.,.,99,100,5,1.25,13,100,2,5,15,99,2,5,4,97,1,2.5,3,97,1,2.5,.,.,.,.,94.6,3,20,Organized,4,10,99.1,5,5,
610269,MCCUTCHEON,Network 2,3.5,Level 1,Good Standing,68,100,3,13.75,61,100,3,13.75,61,100,4,10,64,100,4,1.25,76,100,5,1.25,.,.,.,.,4,100,1,1.25,69,100,4,1.25,57,100,4,1.25,.,.,.,.,91,100,5,1.25,54,100,3,5,59,100,3,5,56,100,3,2.5,86,100,4,2.5,35.5,95,3,5,94.5,3,20,Well Organized,5,10,99.8,5,5,
610271,JENSEN,Network 5,3,Level 2+,Good Standing,46,100,3,17.5,66,100,3,17.5,55.7,100,3,10,48,100,3,1.25,.,.,.,.,.,.,.,.,25,100,2,1.25,65,100,4,1.25,.,.,.,.,.,.,.,.,87,100,5,1.25,39,100,2,5,31,100,2,5,23,100,2,2.5,22,100,2,2.5,.,.,.,.,94.3,3,20,Moderately Organized,3,10,99.7,5,5,
610274,JOHNSON,AUSL,2.7,Level 2,Provisional Support,50,99,3,17.5,9,99,1,17.5,43,99,2,10,50,99,4,1.25,.,.,.,.,.,.,.,.,66,99,4,1.25,9,99,1,1.25,.,.,.,.,.,.,.,.,18,99,2,1.25,24,99,2,5,19,99,2,5,1,100,1,2.5,1,97,1,2.5,.,.,.,.,95.3,4,20,Organized,4,10,99.8,5,5,
610276,MOLLISON,Network 9,3.2,Level 2+,Provisional Support,62,100,3,18.75,57,99,3,18.75,51.8,100,3,10,62,100,4,1.25,.,.,.,.,.,.,.,.,.,.,.,.,57,99,4,1.25,.,.,.,.,.,.,.,.,.,.,.,.,30,100,2,5,19,99,2,5,22,100,2,2.5,31,100,2,2.5,.,.,.,.,94.4,3,20,Well Organized,5,10,99.8,5,5,
610279,TANNER,Network 12,2.8,Level 2,Provisional Support,56,100,3,17.5,48,100,3,17.5,55.1,100,3,10,56,100,4,1.25,.,.,.,.,.,.,.,.,48,100,3,1.25,47,100,3,1.25,.,.,.,.,.,.,.,.,32,100,3,1.25,42,100,3,5,25,100,2,5,10,100,2,2.5,11,100,2,2.5,.,.,.,.,90.9,1,20,Well Organized,5,10,99.9,5,5,
610281,POWELL,Network 12,3.4,Level 2+,Good Standing,70,100,4,15,37,100,2,15,53.2,100,3,10,68,100,4,1.25,.,.,.,.,.,.,.,.,52,100,4,1.25,34,100,3,1.25,.,.,.,.,.,.,.,.,31,100,3,1.25,42,100,3,5,23,100,2,5,12,99,2,2.5,6,97,1,2.5,31.8,100,2,5,96,5,20,Moderately Organized,3,10,99.9,5,5,
610282,MCNAIR,AUSL,3.1,Level 2+,Good Standing,54,100,3,15,24,100,2,15,46.9,100,2,10,52,100,4,1.25,.,.,.,.,.,.,.,.,22,100,2,1.25,22,100,2,1.25,.,.,.,.,.,.,.,.,39,100,3,1.25,32,100,2,5,45,100,3,5,23,97,2,2.5,19,97,2,2.5,23.1,97,1,5,96.1,5,20,Organized,4,10,99.8,5,5,
610284,NEW FIELD,Network 2,3.6,Level 1,Good Standing,78,100,4,13.75,88,100,4,13.75,59.2,100,3,10,75,100,5,1.25,76,100,5,1.25,46,100,3,1.25,.,.,.,.,68,100,4,1.25,96,100,5,1.25,77,100,5,1.25,.,.,.,.,59,100,3,5,64,100,3,5,61,100,3,2.5,54,98,3,2.5,31.7,100,2,5,95.6,4,20,Moderately Organized,3,10,99.8,5,5,
610287,ASHBURN,Network 10,3.8,Level 1,Good Standing,62,100,3,17.5,75,100,4,17.5,57.7,100,3,10,60,100,4,1.25,.,.,.,.,.,.,.,.,92,100,5,1.25,73,100,5,1.25,.,.,.,.,.,.,.,.,99,100,5,1.25,75,100,4,5,60,100,3,5,66,100,3,2.5,82,100,4,2.5,.,.,.,.,95.5,4,20,Well Organized,5,10,99.9,5,5,
610290,MAYS,Network 11,1.9,Level 3,Intensive Support,25,100,2,17.5,15,100,2,17.5,39.7,100,1,10,24,100,2,1.25,.,.,.,.,.,.,.,.,3,100,1,1.25,17,100,2,1.25,.,.,.,.,.,.,.,.,4,100,1,1.25,14,100,2,5,10,100,2,5,1,100,1,2.5,4,100,1,2.5,.,.,.,.,93.1,2,20,Not Yet Organized,1,10,99.7,5,5,
610291,LEE,ISP,3.6,Level 1,Good Standing,70,100,4,13.75,68,100,3,13.75,61,100,4,10,.,.,.,.,70,100,5,1.25,71,100,5,1.25,40,100,3,1.25,.,.,.,.,69,100,4,1.25,53,100,4,1.25,14,100,2,1.25,67,100,3,5,78,100,4,5,50,100,3,2.5,46,100,3,2.5,28.7,100,2,5,94.7,3,20,Well Organized,5,10,100,5,5,
610293,MELODY,Network 5,3.7,Level 1,Good Standing,40,100,3,17.5,78,100,4,17.5,54.2,100,3,10,38,100,3,1.25,.,.,.,.,.,.,.,.,25,100,2,1.25,78,100,5,1.25,.,.,.,.,.,.,.,.,99,100,5,1.25,16,100,2,5,20,100,2,5,8,100,1,2.5,9,100,1,2.5,.,.,.,.,96.5,5,20,Well Organized,5,10,99.6,5,5,
610295,HIGGINS,Network 13,3.1,Level 2+,Good Standing,70,100,4,17.5,27,100,2,17.5,55,100,3,10,70,100,5,1.25,.,.,.,.,.,.,.,.,27,100,2,1.25,25,100,2,1.25,.,.,.,.,.,.,.,.,5,100,1,1.25,36,100,2,5,20,100,2,5,8,96,1,2.5,6,96,1,2.5,.,.,.,.,94.5,3,20,Well Organized,5,10,99.8,5,5,
610298,LENART,ISP,4.3,Level 1+,Good Standing,64,100,3,18.75,85,100,4,18.75,70.8,100,5,10,42,100,3,1.25,.,.,.,.,.,.,.,.,.,.,.,.,75,100,5,1.25,.,.,.,.,.,.,.,.,.,.,.,.,99,100,5,5,99,100,5,5,99,100,5,2.5,99,100,5,2.5,.,.,.,.,97.1,5,20,Organized,4,10,100,5,5,
610299,KING ES,Network 11,3.5,Level 1,Good Standing,92,100,5,18.75,81,100,4,18.75,59.3,100,3,10,92,100,5,1.25,.,.,.,.,.,.,.,.,.,.,.,.,81,100,5,1.25,.,.,.,.,.,.,.,.,.,.,.,.,14,100,2,5,18,100,2,5,3,100,1,2.5,3,100,1,2.5,.,.,.,.,92.3,2,20,Well Organized,5,10,100,5,5,
610300,WESTCOTT,Network 11,2.1,Level 2,Provisional Support,9,100,1,17.5,17,100,2,17.5,39.9,100,1,10,9,100,1,1.25,.,.,.,.,.,.,.,.,1,100,1,1.25,16,100,2,1.25,.,.,.,.,.,.,.,.,31,100,3,1.25,13,100,2,5,11,100,2,5,6,100,1,2.5,5,98,1,2.5,.,.,.,.,93.5,2,20,Well Organized,5,10,99.9,5,5,
610305,LELAND,Network 3,1.8,Level 3,Intensive Support,18,100,2,17.5,7,100,1,17.5,39.8,100,1,10,17,100,2,1.25,.,.,.,.,.,.,.,.,1,100,1,1.25,7,100,1,1.25,.,.,.,.,.,.,.,.,1,100,1,1.25,9,100,1,5,5,100,1,5,10,100,2,2.5,12,100,2,2.5,.,.,.,.,89.7,1,20,Well Organized,5,10,99,5,5,
610308,RUDOLPH,Network 6,.,Inability to Rate,Good Standing,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,79.5,1,.,Moderately Organized,3,.,99.9,5,.,
610312,MCDOWELL,ISP,3.7,Level 1,Good Standing,56,99,3,18.75,88,100,4,18.75,66.2,100,4,10,52,99,4,1.25,.,.,.,.,.,.,.,.,.,.,.,.,88,100,5,1.25,.,.,.,.,.,.,.,.,.,.,.,.,65,99,3,5,72,100,4,5,72,100,4,2.5,73,100,4,2.5,.,.,.,.,95.6,4,20,Moderately Organized,3,10,99.9,5,5,
610313,DE DIEGO,Network 5,2.1,Level 2,Provisional Support,36,98,2,13.75,5,99,1,13.75,39.9,99,1,10,17,100,2,1.25,44,98,3,1.25,.,.,.,.,40,98,3,1.25,6,100,1,1.25,5,99,1,1.25,.,.,.,.,11,100,2,1.25,35,98,2,5,13,99,2,5,29,100,2,2.5,35,100,2,2.5,13.9,100,1,5,92.7,2,20,Organized,4,10,99.6,5,5,
610315,WHITE,Network 13,2.6,Level 2,Provisional Support,19,100,2,18.75,28,99,2,18.75,43.2,100,2,10,22,100,2,1.25,.,.,.,.,.,.,.,.,.,.,.,.,20,99,2,1.25,.,.,.,.,.,.,.,.,.,.,.,.,26,100,2,5,20,99,2,5,18,100,2,2.5,4,95,1,2.5,.,.,.,.,94.9,3,20,Well Organized,5,10,99.9,5,5,
610316,EARHART,Network 12,4.1,Level 1+,Good Standing,82,100,4,18.75,58,100,3,18.75,64.7,100,4,10,83,100,5,1.25,.,.,.,.,.,.,.,.,.,.,.,.,61,100,4,1.25,.,.,.,.,.,.,.,.,.,.,.,.,90,100,5,5,80,100,4,5,85,100,4,2.5,77,100,4,2.5,.,.,.,.,96.7,5,20,Organized,4,10,100,5,5,
