SQRP SY2020 Individual Indicator Scores (Based on 2018-2019 Data),,,,,,NWEA MAP Growth Indicators - All Students,,,,,,,,,,,,NWEA MAP Growth Indicators - Priority Groups,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWEA MAP Attainment Indicators,,,,,,,,,,,,,,,,ACCESS,,,,Other Indicators,,,,,,,,,
School ID,School Name,Network ,SQRP Total Points Earned,SY 2019-2020 SQRP Rating,SY 2019-2020 Accountability Status,National School Growth Percentile - Reading,,,,National School Growth Percentile - Math,,,,Percent of Students Meeting/Exceeding National Average Growth Norms,,,,African-American Growth Percentile - Reading,,,,Hispanic Growth Percentile - Reading,,,,English Learner Growth Percentile - Reading,,,,Diverse Learner Growth Percentile - Reading,,,,African-American Growth Percentile - Math,,,,Hispanic Growth Percentile - Math,,,,English Learner Growth Percentile - Math,,,,Diverse Learner Growth Percentile - Math,,,,National School Attainment %ile - Reading (Grades 3-8),,,,National School Attainment %ile - Math (Grades 3-8),,,,National School Attainment %ile - Reading (Grade 2),,,,National School Attainment %ile - Math (Grade 2),,,,"Pct of Students Making Sufficent 
Annual Progress",,,,Average Daily Attendance Rate (Grades K-8),,,"My Voice, My School 5 Essentials Survey",,,Data Quality Index Score,,,
,,,,,,Score,Part. Rate,Points,Weight,Score,Part. Rate,Points,Weight,Score,Part. Rate,Points,Weight,Score,Part. Rate,Points,Weight,Score,Part. Rate,Points,Weight,Score,Part. Rate,Points,Weight,Score,Part. Rate,Points,Weight,Score,Part. Rate,Points,Weight,Score,Part. Rate,Points,Weight,Score,Part. Rate,Points,Weight,Score,Part. Rate,Points,Weight,Score,Part. Rate,Points,Weight,Score,Part. Rate,Points,Weight,Score,Part. Rate,Points,Weight,Score,Part. Rate,Points,Weight,Score,Part. Rate,Points,Weight,Score ,Points,Weight,Score ,Points,Weight,Score ,Points,Weight,
609855,CHRISTOPHER,Network 8,2.8,Level 2,Provisional Support,58,100,3,16.25,69,100,3,16.25,61.5,100,4,10,.,.,.,.,60,100,4,1.25,.,.,.,.,.,.,.,.,.,.,.,.,78,100,5,1.25,.,.,.,.,.,.,.,.,30,100,2,5,32,100,2,5,27,100,2,2.5,16,100,2,2.5,16.5,95,1,5,92.8,2,20,Moderately Organized,3,10,99.8,5,5,
609856,CLAY,Network 13,3,Level 2+,Good Standing,44,100,3,12.5,55,100,3,12.5,52.3,100,3,10,13,100,2,1.25,48,100,3,1.25,42,100,3,1.25,38,100,3,1.25,14,100,2,1.25,63,100,4,1.25,61,100,4,1.25,99,100,5,1.25,48,100,3,5,48,100,3,5,39,98,2,2.5,42,98,3,2.5,22.5,99,1,5,94.4,3,20,Moderately Organized,3,10,99.1,5,5,
609857,CLEVELAND,Network 1,3.9,Level 1,Good Standing,78,100,4,13.75,69,100,3,13.75,61.4,100,4,10,.,.,.,.,85,100,5,1.25,89,100,5,1.25,71,100,5,1.25,.,.,.,.,70,100,5,1.25,89,100,5,1.25,94,100,5,1.25,68,100,3,5,57,100,3,5,55,100,3,2.5,44,97,3,2.5,43.9,98,3,5,95.1,4,20,Well Organized,5,10,99.8,5,5,
609859,CLINTON,Network 2,4.4,Level 1+,Good Standing,85,100,4,13.75,98,100,5,13.75,69.4,100,4,10,71,100,5,1.25,76,100,5,1.25,75,100,5,1.25,.,.,.,.,91,100,5,1.25,96,100,5,1.25,90,100,5,1.25,.,.,.,.,83,100,4,5,95,100,5,5,81,100,4,2.5,90,100,5,2.5,35,99,3,5,95.7,4,20,Well Organized,5,10,99.9,5,5,
609861,CLISSOLD,Network 10,3.4,Level 2+,Good Standing,48,100,3,17.5,43,100,3,17.5,55.7,100,3,10,46,100,3,1.25,.,.,.,.,.,.,.,.,1,100,1,1.25,40,100,3,1.25,.,.,.,.,.,.,.,.,14,100,2,1.25,71,100,4,5,58,100,3,5,84,100,4,2.5,77,100,4,2.5,.,.,.,.,95.5,4,20,Moderately Organized,3,10,99.8,5,5,
609862,COLES,Network 12,2.7,Level 2,Provisional Support,34,100,2,17.5,24,100,2,17.5,47.7,100,2,10,36,100,3,1.25,.,.,.,.,.,.,.,.,5,100,1,1.25,25,100,2,1.25,.,.,.,.,.,.,.,.,12,100,2,1.25,45,100,3,5,56,100,3,5,56,100,3,2.5,62,100,3,2.5,.,.,.,.,94.2,3,20,Organized,4,10,99.6,5,5,
609863,COLUMBUS,ISP,3.8,Level 1,Good Standing,73,100,4,16.25,43,100,3,16.25,58.3,100,3,10,.,.,.,.,88,100,5,1.25,.,.,.,.,.,.,.,.,.,.,.,.,35,100,3,1.25,.,.,.,.,.,.,.,.,72,100,4,5,67,100,3,5,75,100,4,2.5,49,100,3,2.5,54.3,100,4,5,95.9,4,20,Well Organized,5,10,99.7,5,5,
609864,COOK,Network 11,2.9,Level 2,Provisional Support,81,100,4,18.75,57,100,3,18.75,57.2,100,3,10,81,100,5,1.25,.,.,.,.,.,.,.,.,.,.,.,.,57,100,4,1.25,.,.,.,.,.,.,.,.,.,.,.,.,39,100,2,5,28,100,2,5,9,98,1,2.5,2,98,1,2.5,.,.,.,.,93.9,2,20,Moderately Organized,3,10,99.9,5,5,
609865,JORDAN,Network 2,4,Level 1+,Good Standing,70,100,4,13.75,84,100,4,12.5,62.8,100,4,10,54,100,4,1.25,71,100,5,1.25,.,.,.,.,15,100,2,1.25,77,100,5,1.25,85,100,5,1.25,97,100,5,1.25,58,100,4,1.25,57,100,3,5,60,100,3,7.5,88,100,4,2.5,.,.,.,.,31.2,100,2,5,95.7,4,20,Well Organized,5,10,99.2,5,5,
609866,COONLEY,ISP,4.2,Level 1+,Good Standing,62,100,3,15,81,100,4,15,66.9,100,4,10,.,.,.,.,60,100,4,1.25,.,.,.,.,70,100,5,1.25,.,.,.,.,72,100,5,1.25,.,.,.,.,68,100,4,1.25,99,100,5,5,99,100,5,5,99,100,5,2.5,98,100,5,2.5,20.7,95,1,5,96.2,5,20,Well Organized,5,10,99.6,5,5,
609867,COOPER,Network 7,3.6,Level 1,Good Standing,46,100,3,15,85,100,4,15,61.9,100,4,10,.,.,.,.,52,100,4,1.25,32,100,3,1.25,.,.,.,.,.,.,.,.,88,100,5,1.25,89,100,5,1.25,.,.,.,.,42,100,3,5,48,100,3,5,20,98,2,2.5,18,98,2,2.5,26.6,100,2,5,95.9,4,20,Organized,4,10,99.7,5,5,
609869,LANGFORD,Network 11,2.3,Level 2,Intensive Support,19,100,2,18.75,28,100,2,18.75,44.7,100,2,10,18,100,2,1.25,.,.,.,.,.,.,.,.,.,.,.,.,28,100,2,1.25,.,.,.,.,.,.,.,.,.,.,.,.,6,100,1,5,7,100,1,5,7,100,1,2.5,8,100,1,2.5,.,.,.,.,92.8,2,20,Well Organized,5,10,99.8,5,5,
609870,CORKERY,ISP,3.5,Level 1,Good Standing,73,100,4,13.75,52,100,3,13.75,53.7,100,3,10,25,100,2,1.25,83,100,5,1.25,92,100,5,1.25,.,.,.,.,50,100,4,1.25,50,100,4,1.25,77,100,5,1.25,.,.,.,.,50,100,3,5,43,100,3,5,58,95,3,2.5,43,97,3,2.5,24.9,100,1,5,95,4,20,Organized,4,10,99.4,5,5,
609871,VICK,Network 10,.,Inability to Rate,Good Standing,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Organized,4,.,99.8,5,.,
609872,PEREZ,Network 7,4.2,Level 1+,Good Standing,76,100,4,16.25,65,100,3,16.25,66.9,100,4,10,.,.,.,.,79,100,5,1.25,.,.,.,.,.,.,.,.,.,.,.,.,65,100,4,1.25,.,.,.,.,.,.,.,.,79,100,4,5,78,100,4,5,87,100,4,2.5,81,100,4,2.5,39.4,99,3,5,96.3,5,20,Well Organized,5,10,99.8,5,5,
609873,CROWN,Network 5,3.1,Level 2+,Provisional Support,73,100,4,18.75,76,100,4,18.75,55.7,100,3,10,73,100,5,1.25,.,.,.,.,.,.,.,.,.,.,.,.,81,100,5,1.25,.,.,.,.,.,.,.,.,.,.,.,.,16,100,2,5,10,100,2,5,1,100,1,2.5,1,100,1,2.5,.,.,.,.,93.5,2,20,Moderately Organized,3,10,99.8,5,5,
609874,DIRKSEN,Network 1,4.2,Level 1+,Good Standing,86,100,4,13.75,75,100,4,13.75,66.7,100,4,10,.,.,.,.,64,100,4,1.25,66,100,4,1.25,54,100,4,1.25,.,.,.,.,57,100,4,1.25,86,100,5,1.25,93,100,5,1.25,87,100,4,5,89,100,4,5,85,100,4,2.5,82,100,4,2.5,49.5,100,4,5,95.3,4,20,Well Organized,5,10,99.6,5,5,
609875,DARWIN,Network 4,3.8,Level 1,Good Standing,66,100,3,15,76,100,4,15,61.2,100,4,10,.,.,.,.,60,100,4,1.25,48,100,3,1.25,.,.,.,.,.,.,.,.,75,100,5,1.25,60,100,4,1.25,.,.,.,.,55,100,3,5,45,100,3,5,29,95,2,2.5,61,100,3,2.5,27.2,99,2,5,96,5,20,Organized,4,10,100,5,5,
609876,DAVIS N,Network 8,2.8,Level 2,Provisional Support,75,100,4,15,37,100,2,15,52.7,100,3,10,.,.,.,.,79,100,5,1.25,76,100,5,1.25,.,.,.,.,.,.,.,.,39,100,3,1.25,47,100,3,1.25,.,.,.,.,37,100,2,5,32,100,2,5,15,95,2,2.5,40,95,3,2.5,26.1,99,2,5,93.8,2,20,Moderately Organized,3,10,99.7,5,5,
609879,DAWES,Network 10,3.9,Level 1,Good Standing,66,100,3,12.5,70,100,4,12.5,61.8,100,4,10,62,100,4,1.25,64,100,4,1.25,58,100,4,1.25,73,100,5,1.25,48,100,3,1.25,76,100,5,1.25,69,100,4,1.25,9,100,1,1.25,70,100,4,5,80,100,4,5,68,100,3,2.5,83,100,4,2.5,28.4,100,2,5,95.8,4,20,Well Organized,5,10,99.9,5,5,
609880,DECATUR,Network 2,4.6,Level 1+,Good Standing,88,100,4,20,73,100,4,20,73,100,5,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,99,100,5,5,99,100,5,5,99,97,5,2.5,99,100,5,2.5,.,.,.,.,96.4,5,20,Well Organized,5,10,99.9,5,5,
609883,DENEEN,AUSL,4,Level 1+,Good Standing,70,99,4,17.5,72,98,4,17.5,55.5,99,3,10,66,99,4,1.25,.,.,.,.,.,.,.,.,86,99,5,1.25,73,99,5,1.25,.,.,.,.,.,.,.,.,98,98,5,1.25,29,99,2,5,31,98,2,5,24,98,2,2.5,21,98,2,2.5,.,.,.,.,96.4,5,20,Well Organized,5,10,99.7,5,5,
609884,DEVER,Network 1,3.7,Level 1,Good Standing,76,100,4,13.75,50,100,3,13.75,59.1,100,3,10,.,.,.,.,60,100,4,1.25,50,100,4,1.25,89,100,5,1.25,.,.,.,.,43,100,3,1.25,40,100,3,1.25,47,100,3,1.25,80,100,4,5,71,100,4,5,39,100,2,2.5,70,100,4,2.5,26.3,100,2,5,95.1,4,20,Well Organized,5,10,99.7,5,5,
609885,DEWEY,AUSL,3.4,Level 2+,Good Standing,79,100,4,15,61,100,3,15,56.6,100,3,10,73,100,5,1.25,.,.,.,.,.,.,.,.,99,100,5,1.25,61,100,4,1.25,.,.,.,.,.,.,.,.,30,100,3,1.25,30,100,2,5,32,100,2,5,15,98,2,2.5,7,98,1,2.5,0,100,1,5,95,4,20,Well Organized,5,10,99.8,5,5,
609887,DIXON,Network 12,4.1,Level 1+,Good Standing,83,100,4,17.5,57,100,3,17.5,62.7,100,4,10,82,100,5,1.25,.,.,.,.,.,.,.,.,42,100,3,1.25,55,100,4,1.25,.,.,.,.,.,.,.,.,83,100,5,1.25,92,100,5,5,92,100,5,5,88,100,4,2.5,81,100,4,2.5,.,.,.,.,95.9,4,20,Well Organized,5,10,99.9,5,5,
609891,DOOLITTLE,Network 9,1.9,Level 3,Intensive Support,34,100,2,18.75,55,100,3,18.75,45.4,100,2,10,36,100,3,1.25,.,.,.,.,.,.,.,.,.,.,.,.,53,100,4,1.25,.,.,.,.,.,.,.,.,.,.,.,.,4,100,1,5,4,100,1,5,1,95,1,2.5,1,95,1,2.5,.,.,.,.,91.8,1,20,Not Yet Organized,1,10,99.9,5,5,
609893,DORE,Network 10,4,Level 1+,Good Standing,73,100,4,15,94,100,5,15,68.6,100,4,10,.,.,.,.,83,100,5,1.25,.,.,.,.,30,100,3,1.25,.,.,.,.,95,100,5,1.25,.,.,.,.,97,100,5,1.25,76,100,4,5,81,100,4,5,30,100,2,2.5,33,100,2,2.5,22.1,100,1,5,95,4,20,Organized,4,10,99.7,5,5,
609894,DRAKE,Network 9,2.5,Level 2,Provisional Support,38,100,2,18.75,28,100,2,18.75,45.2,100,2,10,40,100,3,1.25,.,.,.,.,.,.,.,.,.,.,.,.,30,100,3,1.25,.,.,.,.,.,.,.,.,.,.,.,.,21,100,2,5,10,100,2,5,21,100,2,2.5,28,100,2,2.5,.,.,.,.,93.7,2,20,Well Organized,5,10,99.8,5,5,
609895,TURNER-DREW,ISP,4.4,Level 1+,Good Standing,79,100,4,18.75,87,100,4,18.75,67.4,100,4,10,79,100,5,1.25,.,.,.,.,.,.,.,.,.,.,.,.,86,100,5,1.25,.,.,.,.,.,.,.,.,.,.,.,.,80,100,4,5,74,100,4,5,83,100,4,2.5,77,100,4,2.5,.,.,.,.,96.2,5,20,Well Organized,5,10,100,5,5,
609896,DRUMMOND,Network 6,4,Level 1+,Good Standing,62,100,3,16.25,76,100,4,16.25,62.3,100,4,10,.,.,.,.,52,100,4,1.25,.,.,.,.,.,.,.,.,.,.,.,.,93,100,5,1.25,.,.,.,.,.,.,.,.,96,100,5,5,88,100,4,5,92,100,5,2.5,67,100,3,2.5,27.3,100,2,5,95.4,4,20,Well Organized,5,10,99.7,5,5,
609897,EARLE,Network 11,4,Level 1+,Provisional Support,87,100,4,18.75,97,100,5,17.5,63.2,100,4,10,85,100,5,1.25,.,.,.,.,.,.,.,.,.,.,.,.,95,100,5,1.25,.,.,.,.,.,.,.,.,99,100,5,1.25,51,100,3,5,69,100,3,5,53,100,3,2.5,47,98,3,2.5,.,.,.,.,94.4,3,20,Well Organized,5,10,99.8,5,5,
609898,EBERHART,ISP,3.2,Level 2+,Good Standing,73,100,4,13.75,39,100,2,13.75,54,100,3,10,.,.,.,.,73,100,5,1.25,58,100,4,1.25,70,100,5,1.25,.,.,.,.,39,100,3,1.25,43,100,3,1.25,24,100,2,1.25,50,100,3,5,36,100,2,5,35,100,2,2.5,27,100,2,2.5,35.7,100,3,5,94.8,3,20,Organized,4,10,99.7,5,5,
609899,EBINGER,ISP,4.1,Level 1+,Good Standing,86,100,4,15,70,100,4,15,66,100,4,10,.,.,.,.,90,100,5,1.25,.,.,.,.,95,100,5,1.25,.,.,.,.,60,100,4,1.25,.,.,.,.,40,100,3,1.25,97,100,5,5,95,100,5,5,91,100,5,2.5,83,100,4,2.5,10.3,96,1,5,95.5,4,20,Well Organized,5,10,99.7,5,5,
609900,CURTIS,AUSL,2,Level 2,Intensive Support,6,99,1,17.5,12,98,2,17.5,34.7,98,1,10,6,99,1,1.25,.,.,.,.,.,.,.,.,1,99,1,1.25,13,98,2,1.25,.,.,.,.,.,.,.,.,72,98,5,1.25,13,99,2,5,13,98,2,5,1,95,1,2.5,1,97,1,2.5,.,.,.,.,94.3,3,20,Partially Organized,2,10,99.8,5,5,
609901,EDGEBROOK,Network 1,4.2,Level 1+,Good Standing,70,100,4,15,58,100,3,15,62.8,100,4,10,.,.,.,.,60,100,4,1.25,.,.,.,.,79,100,5,1.25,.,.,.,.,63,100,4,1.25,.,.,.,.,72,100,5,1.25,98,100,5,5,96,100,5,5,99,100,5,2.5,99,100,5,2.5,26.1,97,2,5,96.1,5,20,Organized,4,10,99.8,5,5,
609902,METCALFE,Network 13,3.3,Level 2+,Provisional Support,82,100,4,17.5,85,100,4,17.5,59.1,100,3,10,79,100,5,1.25,.,.,.,.,.,.,.,.,34,100,3,1.25,87,100,5,1.25,.,.,.,.,.,.,.,.,5,100,1,1.25,21,100,2,5,17,100,2,5,16,100,2,2.5,2,100,1,2.5,.,.,.,.,94.7,3,20,Moderately Organized,3,10,99.9,5,5,
609903,EDWARDS,ISP,3.7,Level 1,Good Standing,73,100,4,18.75,68,100,3,18.75,60.1,100,4,10,.,.,.,.,73,100,5,1.25,66,100,4,1.25,78,100,5,1.25,.,.,.,.,68,100,4,1.25,63,100,4,1.25,58,100,4,1.25,58,100,3,5,61,100,3,5,46,99,3,2.5,38,99,2,2.5,35.6,98,3,5,95.9,4,20,Not Enough Data,.,.,99.9,5,5,
609904,ELLINGTON,Network 3,3.9,Level 1,Good Standing,86,99,4,17.5,76,99,4,17.5,60.5,99,4,10,85,99,5,1.25,.,.,.,.,.,.,.,.,99,99,5,1.25,76,99,5,1.25,.,.,.,.,.,.,.,.,94,99,5,1.25,50,99,3,5,30,99,2,5,26,100,2,2.5,64,98,3,2.5,.,.,.,.,95.9,4,20,Organized,4,10,100,5,5,
609907,ERICSON,Network 5,3.1,Level 2+,Good Standing,56,100,3,17.5,34,100,2,17.5,52.5,100,3,10,54,100,4,1.25,.,.,.,.,.,.,.,.,8,100,1,1.25,32,100,3,1.25,.,.,.,.,.,.,.,.,7,100,1,1.25,46,100,3,5,39,100,2,5,29,100,2,2.5,38,100,2,2.5,.,.,.,.,95.3,4,20,Organized,4,10,100,5,5,
609908,ESMOND,Network 10,2.2,Level 2,Provisional Support,8,100,1,17.5,7,100,1,17.5,40.6,100,2,10,9,100,1,1.25,.,.,.,.,.,.,.,.,1,100,1,1.25,7,100,1,1.25,.,.,.,.,.,.,.,.,2,100,1,1.25,49,100,3,5,22,100,2,5,6,100,1,2.5,2,100,1,2.5,.,.,.,.,94.3,3,20,Organized,4,10,100,5,5,
609909,EVERETT,Network 8,3.8,Level 1,Good Standing,30,100,2,16.25,89,100,4,16.25,65.3,100,4,10,.,.,.,.,34,100,3,1.25,.,.,.,.,.,.,.,.,.,.,.,.,93,100,5,1.25,.,.,.,.,.,.,.,.,69,100,3,7.5,67,100,3,7.5,.,.,.,.,.,.,.,.,40.4,96,3,5,96.3,5,20,Well Organized,5,10,99.9,5,5,
609910,FALCONER,Network 3,3.9,Level 1,Good Standing,76,100,4,13.75,76,100,4,13.75,60.4,100,4,10,.,.,.,.,78,100,5,1.25,87,100,5,1.25,68,100,4,1.25,.,.,.,.,80,100,5,1.25,69,100,4,1.25,40,100,3,1.25,41,100,3,5,53,100,3,5,30,97,2,2.5,35,98,2,2.5,44,97,3,5,95.5,4,20,Well Organized,5,10,99.8,5,5,
609912,FARNSWORTH,Network 1,3.8,Level 1,Good Standing,75,97,4,13.75,57,97,3,13.75,58.7,97,3,10,.,.,.,.,87,97,5,1.25,42,97,3,1.25,56,97,4,1.25,.,.,.,.,37,97,3,1.25,14,97,2,1.25,25,97,2,1.25,81,97,4,5,83,97,4,5,68,95,3,2.5,68,95,3,2.5,47.6,93,3,5,95.1,4,20,Well Organized,5,10,99.8,5,5,
609917,FERNWOOD,Network 13,3.4,Level 1,Good Standing,66,100,3,18.75,34,100,2,18.75,55.9,100,3,10,66,100,4,1.25,.,.,.,.,.,.,.,.,.,.,.,.,32,100,3,1.25,.,.,.,.,.,.,.,.,.,.,.,.,77,100,4,5,75,100,4,5,53,100,3,2.5,39,100,2,2.5,.,.,.,.,95.8,4,20,Well Organized,5,10,100,5,5,
609918,FIELD,Network 2,3.2,Level 2+,Good Standing,64,100,3,15,30,100,2,15,50.7,100,3,10,64,100,4,1.25,56,100,4,1.25,.,.,.,.,.,.,.,.,68,100,4,1.25,9,100,1,1.25,.,.,.,.,.,.,.,.,38,100,2,7.5,21,100,2,7.5,.,.,.,.,.,.,.,.,19,100,1,5,96.1,5,20,Organized,4,10,99.8,5,5,
609919,FISKE,Network 9,3.4,Level 2+,Good Standing,78,100,4,17.5,65,100,3,17.5,58.2,100,3,10,75,100,5,1.25,.,.,.,.,.,.,.,.,24,100,2,1.25,65,100,4,1.25,.,.,.,.,.,.,.,.,96,100,5,1.25,58,100,3,5,42,100,3,5,8,100,1,2.5,8,98,1,2.5,.,.,.,.,94.2,3,20,Well Organized,5,10,99.9,5,5,
609920,KANOON,Network 7,3.5,Level 1,Good Standing,71,100,4,15,53,100,3,15,56.2,100,3,10,.,.,.,.,71,100,5,1.25,68,100,4,1.25,.,.,.,.,.,.,.,.,52,100,4,1.25,66,100,4,1.25,.,.,.,.,43,100,3,7.5,34,100,2,5,.,.,.,.,33,97,2,2.5,22.6,100,1,5,95,4,20,Well Organized,5,10,99.9,5,5,
609921,TELPOCHCALLI,Network 7,3.5,Level 1,Good Standing,71,100,4,15,68,100,3,15,59.5,100,3,10,.,.,.,.,79,100,5,1.25,71,100,5,1.25,.,.,.,.,.,.,.,.,75,100,5,1.25,84,100,5,1.25,.,.,.,.,41,100,3,5,34,100,2,5,34,100,2,2.5,36,100,2,2.5,43.6,99,3,5,94.1,3,20,Well Organized,5,10,99.9,5,5,
609922,BELMONT-CRAGIN,ISP,4.3,Level 1+,Good Standing,95,100,5,15,98,100,5,15,70.9,100,5,10,.,.,.,.,93,100,5,1.25,78,100,5,1.25,.,.,.,.,.,.,.,.,98,100,5,1.25,94,100,5,1.25,.,.,.,.,65,100,3,7.5,66,100,3,7.5,.,.,.,.,.,.,.,.,22.5,96,1,5,95.8,4,20,Well Organized,5,10,99.9,5,5,
609924,FORT DEARBORN,Network 11,3.5,Level 1,Good Standing,78,100,4,17.5,17,100,2,17.5,49.4,100,2,10,76,100,5,1.25,.,.,.,.,.,.,.,.,92,100,5,1.25,17,100,2,1.25,.,.,.,.,.,.,.,.,50,100,4,1.25,38,100,2,5,20,100,2,5,10,100,2,2.5,22,100,2,2.5,.,.,.,.,96.7,5,20,Well Organized,5,10,99.9,5,5,
609925,KELLMAN,Network 5,2.7,Level 2,Intensive Support,19,100,2,18.75,32,100,2,18.75,45.5,100,2,10,21,100,2,1.25,.,.,.,.,.,.,.,.,.,.,.,.,35,100,3,1.25,.,.,.,.,.,.,.,.,.,.,.,.,41,100,3,5,27,100,2,5,4,100,1,2.5,13,100,2,2.5,.,.,.,.,95.5,4,20,Moderately Organized,3,10,99.8,5,5,
609926,FRANKLIN,ISP,4.3,Level 1+,Good Standing,78,100,4,15,81,100,4,15,66.6,100,4,10,76,100,5,1.25,64,100,4,1.25,.,.,.,.,.,.,.,.,73,100,5,1.25,83,100,5,1.25,.,.,.,.,.,.,.,.,94,100,5,5,92,100,5,5,87,100,4,2.5,64,100,3,2.5,25,100,2,5,96,5,20,Organized,4,10,100,5,5,
609927,FOSTER PARK,Network 11,3.6,Level 1,Good Standing,71,100,4,17.5,55,100,3,17.5,54.5,100,3,10,66,100,4,1.25,.,.,.,.,.,.,.,.,60,100,4,1.25,57,100,4,1.25,.,.,.,.,.,.,.,.,91,100,5,1.25,49,100,3,5,32,100,2,5,80,95,4,2.5,79,97,4,2.5,.,.,.,.,95.3,4,20,Organized,4,10,99.9,5,5,
609928,FULLER,AUSL,3,Level 2+,Good Standing,40,99,3,17.5,32,100,2,17.5,47.7,100,2,10,42,99,3,1.25,.,.,.,.,.,.,.,.,50,99,4,1.25,32,100,3,1.25,.,.,.,.,.,.,.,.,8,100,1,1.25,19,99,2,5,26,100,2,5,13,100,2,2.5,6,100,1,2.5,.,.,.,.,95.8,4,20,Well Organized,5,10,99.9,5,5,
609929,FULTON,Network 11,3.3,Level 2+,Good Standing,81,100,4,15,76,100,4,15,58.4,100,3,10,75,100,5,1.25,85,100,5,1.25,.,.,.,.,.,.,.,.,53,100,4,1.25,90,100,5,1.25,.,.,.,.,.,.,.,.,33,100,2,5,34,100,2,5,1,100,1,2.5,2,100,1,2.5,28.3,95,2,5,94.6,3,20,Organized,4,10,99.4,5,5,
609930,FUNSTON,Network 4,3.6,Level 1,Good Standing,85,100,4,16.25,75,100,4,16.25,63.9,100,4,10,.,.,.,.,87,100,5,1.25,.,.,.,.,.,.,.,.,.,.,.,.,72,100,5,1.25,.,.,.,.,.,.,.,.,51,100,3,5,44,100,3,5,27,100,2,2.5,28,100,2,2.5,17,96,1,5,95.6,4,20,Moderately Organized,3,10,99.9,5,5,
609933,GALE,Network 2,1.9,Level 3,Intensive Support,25,100,2,16.25,17,100,2,16.25,42.6,100,2,10,15,100,2,1.25,.,.,.,.,.,.,.,.,.,.,.,.,12,100,2,1.25,.,.,.,.,.,.,.,.,.,.,.,.,19,100,2,5,7,100,1,5,1,95,1,2.5,1,95,1,2.5,12.1,95,1,5,93.6,2,20,Not Yet Organized,1,10,98.7,4,5,
609935,GALLISTEL,Network 13,3.6,Level 1,Good Standing,79,100,4,15,30,100,2,15,54.4,100,3,10,.,.,.,.,78,100,5,1.25,.,.,.,.,76,100,5,1.25,.,.,.,.,30,100,3,1.25,.,.,.,.,6,100,1,1.25,69,100,3,5,55,100,3,5,39,100,2,2.5,33,100,2,2.5,21.5,93,1,5,96,5,20,Well Organized,5,10,99.9,5,5,
609937,GARVY,Network 1,4.2,Level 1+,Good Standing,76,100,4,13.75,78,100,4,13.75,65.1,100,4,10,.,.,.,.,71,100,5,1.25,86,100,5,1.25,78,100,5,1.25,.,.,.,.,68,100,4,1.25,86,100,5,1.25,60,100,4,1.25,90,100,5,5,85,100,4,5,76,100,4,2.5,78,100,4,2.5,38.1,98,3,5,95.6,4,20,Well Organized,5,10,99.8,5,5,
609938,GARY,Network 7,3.5,Level 1,Good Standing,78,100,4,15,65,100,3,15,60.6,100,4,10,.,.,.,.,76,100,5,1.25,78,100,5,1.25,.,.,.,.,.,.,.,.,66,100,4,1.25,72,100,5,1.25,.,.,.,.,54,100,3,7.5,41,100,3,7.5,.,.,.,.,.,.,.,.,39.2,99,3,5,95,4,20,Partially Organized,2,10,99.9,5,5,
609939,GILLESPIE,ISP,2.2,Level 2,Provisional Support,21,97,2,17.5,7,98,1,17.5,42.4,98,2,10,21,97,2,1.25,.,.,.,.,.,.,.,.,1,97,1,1.25,8,99,1,1.25,.,.,.,.,.,.,.,.,2,98,1,1.25,30,97,2,5,15,98,2,5,49,98,3,2.5,27,98,2,2.5,.,.,.,.,92.8,2,20,Organized,4,10,99.7,5,5,
609941,RANDOLPH,Network 11,2.6,Level 2,Provisional Support,48,100,3,15,31,100,2,15,48.3,100,2,10,46,100,3,1.25,.,.,.,.,.,.,.,.,1,100,1,1.25,28,100,2,1.25,.,.,.,.,.,.,.,.,9,100,1,1.25,21,100,2,5,13,100,2,5,2,100,1,2.5,1,100,1,2.5,37.5,100,3,5,94.3,3,20,Moderately Organized,3,10,99.8,5,5,
609942,GOETHE,Network 4,4,Level 1+,Good Standing,71,100,4,15,76,100,4,15,64.8,100,4,10,.,.,.,.,76,100,5,1.25,.,.,.,.,8,100,1,1.25,.,.,.,.,73,100,5,1.25,.,.,.,.,91,100,5,1.25,84,100,4,5,85,100,4,5,46,100,3,2.5,65,100,3,2.5,17,99,1,5,95.7,4,20,Well Organized,5,10,99.8,5,5,
609943,OWENS,Network 13,2.9,Level 2,Intensive Support,52,99,3,18.75,43,99,3,18.75,47,99,2,10,48,99,3,1.25,.,.,.,.,.,.,.,.,.,.,.,.,40,99,3,1.25,.,.,.,.,.,.,.,.,.,.,.,.,18,99,2,5,12,99,2,5,4,97,1,2.5,3,97,1,2.5,.,.,.,.,94,3,20,Organized,4,10,99.3,5,5,
